date,time,flight_no,airline,status,destination,terminal,aisle,gate,status_time,cal_time,delta
2023-10-09,20:10,AK 238,AXM,Dep 20:09,BKI,T1,L,10,2023-10-09 20:09:00,2023-10-09 20:10:00,-1.0
2023-10-09,20:10,CI 920,CAL,Dep 20:29,TPE,T1,F,31,2023-10-09 20:29:00,2023-10-09 20:10:00,19.0
2023-10-09,20:10,CX 988,CPA,Dep 20:46,CAN,T1,A,14,2023-10-09 20:46:00,2023-10-09 20:10:00,36.0
2023-10-09,20:10,UO 764,HKE,Dep 20:23,HKT,T1,H,18,2023-10-09 20:23:00,2023-10-09 20:10:00,13.0
2023-10-09,20:10,MF 8686,CXA,Dep 20:30,JJN,T1,J,28,2023-10-09 20:30:00,2023-10-09 20:10:00,20.0
2023-10-09,20:15,RW 659,RYL,Dep 20:27,CRK,T1,D,9,2023-10-09 20:27:00,2023-10-09 20:15:00,12.0
2023-10-09,20:20,HX 218,CRK,Dep 20:49,NKG,T1,K,20,2023-10-09 20:49:00,2023-10-09 20:20:00,29.0
2023-10-09,20:20,CX 663,CPA,Dep 20:51,BOM,T1,B,49,2023-10-09 20:51:00,2023-10-09 20:20:00,31.0
2023-10-09,20:30,CX 679,CPA,Dep 20:57,DEL,T1,B,8,2023-10-09 20:57:00,2023-10-09 20:30:00,27.0
2023-10-09,20:35,AY 100,FIN,Dep 20:40,HEL,T1,J,42,2023-10-09 20:40:00,2023-10-09 20:35:00,5.0
2023-10-09,20:45,CX 715,CPA,Dep 21:03,SIN,T1,A,45,2023-10-09 21:03:00,2023-10-09 20:45:00,18.0
2023-10-09,20:45,TG 607,THA,Dep 21:03,BKK,T1,H,64,2023-10-09 21:03:00,2023-10-09 20:45:00,18.0
2023-10-09,20:55,HX 284,CRK,Dep 20:49,TPE,T1,K,521,2023-10-09 20:49:00,2023-10-09 20:55:00,-6.0
2023-10-09,21:05,HX 128,CRK,Dep 21:13,HGH,T1,K,69,2023-10-09 21:13:00,2023-10-09 21:05:00,8.0
2023-10-09,21:10,BR 858,EVA,Dep 21:29,TPE,T1,E,23,2023-10-09 21:29:00,2023-10-09 21:10:00,19.0
2023-10-09,21:15,CI 924,CAL,Dep 21:30,TPE,T1,F,522,2023-10-09 21:30:00,2023-10-09 21:15:00,15.0
2023-10-09,21:15,CX 623,CPA,Dep 21:22,BLR,T1,B,33,2023-10-09 21:22:00,2023-10-09 21:15:00,7.0
2023-10-09,21:20,HX 234,CRK,Dep 22:07,PVG,T1,K,16,2023-10-09 22:07:00,2023-10-09 21:20:00,47.0
2023-10-09,21:25,AK 131,AXM,Dep 21:21,KUL,T1,L,62,2023-10-09 21:21:00,2023-10-09 21:25:00,-4.0
2023-10-09,21:30,EK 385,UAE,Dep 21:33,"BKK, DXB",T1,G,60,2023-10-09 21:33:00,2023-10-09 21:30:00,3.0
2023-10-09,21:40,CX 448,CPA,Dep 21:39,KHH,T1,A,19,2023-10-09 21:39:00,2023-10-09 21:40:00,-1.0
2023-10-09,21:55,CX 939,CPA,Dep 22:02,MNL,T1,B,6,2023-10-09 22:02:00,2023-10-09 21:55:00,7.0
2023-10-09,21:55,QF 030,QFA,Dep 22:24,MEL,T1,J,7,2023-10-09 22:24:00,2023-10-09 21:55:00,29.0
2023-10-09,22:05,AF 185,AFR,Dep 22:04,CDG,T1,D,25,2023-10-09 22:04:00,2023-10-09 22:05:00,-1.0
2023-10-09,22:05,5J 115,CEB,Dep 22:15,MNL,T1,L,32,2023-10-09 22:15:00,2023-10-09 22:05:00,10.0
2023-10-09,22:10,FD 503,AIQ,Dep 22:12,DMK,T1,L,10,2023-10-09 22:12:00,2023-10-09 22:10:00,2.0
2023-10-09,22:15,CX 251,CPA,Dep 22:24,LHR,T1,B,30,2023-10-09 22:24:00,2023-10-09 22:15:00,9.0
2023-10-09,22:25,LX 139,SWR,Dep 22:36,ZRH,T1,F,27,2023-10-09 22:36:00,2023-10-09 22:25:00,11.0
2023-10-09,22:30,5J 121,CEB,Dep 22:24,CRK,T1,L,31,2023-10-09 22:24:00,2023-10-09 22:30:00,-6.0
2023-10-09,22:40,ET 609,ETH,Dep 22:45,"BKK, ADD",T1,D,71,2023-10-09 22:45:00,2023-10-09 22:40:00,5.0
2023-10-09,22:45,CX 271,CPA,Dep 22:52,AMS,T1,A,49,2023-10-09 22:52:00,2023-10-09 22:45:00,7.0
2023-10-09,22:45,HX 761,CRK,Dep 22:38,BKK,T1,K,9,2023-10-09 22:38:00,2023-10-09 22:45:00,-7.0
2023-10-09,22:50,CX 261,CPA,Dep 23:04,CDG,T1,A,36,2023-10-09 23:04:00,2023-10-09 22:50:00,14.0
2023-10-09,22:50,CX 408,CPA,Dep 23:16,TPE,T1,A,46,2023-10-09 23:16:00,2023-10-09 22:50:00,26.0
2023-10-09,22:55,PR 311,PAL,Dep 23:09,MNL,T1,F,20,2023-10-09 23:09:00,2023-10-09 22:55:00,14.0
2023-10-09,22:55,CX 255,CPA,Dep 23:23,LHR,T1,B,33,2023-10-09 23:23:00,2023-10-09 22:55:00,28.0
2023-10-09,23:00,TK 071,THY,Dep 22:55,IST,T1,D,67,2023-10-09 22:55:00,2023-10-09 23:00:00,-5.0
2023-10-09,23:10,BA 032,BAW,Dep 23:00,LHR,T1,J,26,2023-10-09 23:00:00,2023-10-09 23:10:00,-10.0
2023-10-09,23:20,BA 028,BAW,Dep 23:23,LHR,T1,J,24,2023-10-09 23:23:00,2023-10-09 23:20:00,3.0
2023-10-09,23:25,CX 289,CPA,Dep 23:30,FRA,T1,B,63,2023-10-09 23:30:00,2023-10-09 23:25:00,5.0
2023-10-09,23:25,LH 797,DLH,Dep 23:28,FRA,T1,F,29,2023-10-09 23:28:00,2023-10-09 23:25:00,3.0
2023-10-09,23:45,TR 961,TGW,Dep 23:46,SIN,T1,F,34,2023-10-09 23:46:00,2023-10-09 23:45:00,1.0
2023-10-09,23:55,CX 101,CPA,Dep 00:13 (10/10/2023),SYD,T1,A,45,2023-10-10 00:13:00,2023-10-09 23:55:00,18.0
2023-10-09,23:55,UO 624,HKE,Dep 23:46,HND,T1,H,19,2023-10-09 23:46:00,2023-10-09 23:55:00,-9.0
2023-10-10,00:05,CX 880,CPA,Dep 00:10,LAX,T1,BC,3,2023-10-10 00:10:00,2023-10-10 00:05:00,5.0
2023-10-10,00:20,CX 105,CPA,Dep 01:44,MEL,T1,A,9,2023-10-10 01:44:00,2023-10-10 00:20:00,84.0
2023-10-10,00:25,QR 815,QTR,Dep 00:30,DOH,T1,E,8,2023-10-10 00:30:00,2023-10-10 00:25:00,5.0
2023-10-10,00:30,OZ 746,AAR,Dep 00:34,ICN,T1,E,31,2023-10-10 00:34:00,2023-10-10 00:30:00,4.0
2023-10-10,00:35,EK 381,UAE,Dep 00:39,DXB,T1,G,64,2023-10-10 00:39:00,2023-10-10 00:35:00,4.0
2023-10-10,00:40,CX 749,CPA,Dep 01:27,JNB,T1,BC,67,2023-10-10 01:27:00,2023-10-10 00:40:00,47.0
2023-10-10,00:45,KE 178,KAL,Dep 00:51,ICN,T1,G,23,2023-10-10 00:51:00,2023-10-10 00:45:00,6.0
2023-10-10,00:50,CX 872,CPA,Dep 01:35,SFO,T1,BC,47,2023-10-10 01:35:00,2023-10-10 00:50:00,45.0
2023-10-10,00:50,MM 068,APJ,Dep 01:28,KIX,T1,K,34,2023-10-10 01:28:00,2023-10-10 00:50:00,38.0
2023-10-10,01:05,HX 779,CRK,Dep 00:53,BKK,T1,K,17,2023-10-10 00:53:00,2023-10-10 01:05:00,-12.0
2023-10-10,01:20,CX 524,CPA,Dep 01:42,NRT,T1,A,40,2023-10-10 01:42:00,2023-10-10 01:20:00,22.0
2023-10-10,01:50,CX 566,CPA,Dep 01:58,KIX,T1,A,5,2023-10-10 01:58:00,2023-10-10 01:50:00,8.0
2023-10-10,02:00,CX 844,CPA,Dep 02:14,JFK,T1,BC,3,2023-10-10 02:14:00,2023-10-10 02:00:00,14.0
2023-10-10,02:20,UO 676,HKE,Dep 02:11,CJU,T1,H,18,2023-10-10 02:11:00,2023-10-10 02:20:00,-9.0
2023-10-10,02:55,HX 606,CRK,Dep 03:04,NRT,T1,K,29,2023-10-10 03:04:00,2023-10-10 02:55:00,9.0
2023-10-10,03:25,HX 616,CRK,Dep 03:15,KIX,T1,K,45,2023-10-10 03:15:00,2023-10-10 03:25:00,-10.0
2023-10-10,07:00,UO 820,HKE,Dep 06:52,OKA,T1,H,29,2023-10-10 06:52:00,2023-10-10 07:00:00,-8.0
2023-10-10,07:05,UO 850,HKE,Dep 07:00,KIX,T1,H,14,2023-10-10 07:00:00,2023-10-10 07:05:00,-5.0
2023-10-10,07:15,HX 676,CRK,Dep 07:09,OKA,T1,K,520,2023-10-10 07:09:00,2023-10-10 07:15:00,-6.0
2023-10-10,07:15,UO 618,HKE,Dep 07:09,ICN,T1,H,46,2023-10-10 07:09:00,2023-10-10 07:15:00,-6.0
2023-10-10,07:20,CX 366,CPA,Dep 07:26,PVG,T1,A,42,2023-10-10 07:26:00,2023-10-10 07:20:00,6.0
2023-10-10,07:20,CX 907,CPA,Dep 07:26,MNL,T1,BC,70,2023-10-10 07:26:00,2023-10-10 07:20:00,6.0
2023-10-10,07:35,UO 600,HKE,Dep 07:27,FUK,T1,H,10,2023-10-10 07:27:00,2023-10-10 07:35:00,-8.0
2023-10-10,07:45,UO 550,HKE,Dep 08:07,HAN,T1,H,524,2023-10-10 08:07:00,2023-10-10 07:45:00,22.0
2023-10-10,07:50,CX 257,CPA,Dep 08:11,LHR,T1,BC,66,2023-10-10 08:11:00,2023-10-10 07:50:00,21.0
2023-10-10,07:55,CX 958,CPA,Dep 08:39,HGH,T1,A,21,2023-10-10 08:39:00,2023-10-10 07:55:00,44.0
2023-10-10,07:55,CX 982,CPA,Dep 08:23,CAN,T1,A,67,2023-10-10 08:23:00,2023-10-10 07:55:00,28.0
2023-10-10,08:00,CX 488,CPA,Dep 08:12,TPE,T1,A,47,2023-10-10 08:12:00,2023-10-10 08:00:00,12.0
2023-10-10,08:00,CX 691,CPA,Dep 08:12,SIN,T1,BC,60,2023-10-10 08:12:00,2023-10-10 08:00:00,12.0
2023-10-10,08:00,CX 705,CPA,Dep 08:13,BKK,T1,A,5,2023-10-10 08:13:00,2023-10-10 08:00:00,13.0
2023-10-10,08:00,UO 190,HKE,Dep 08:22,RMQ,T1,H,513,2023-10-10 08:22:00,2023-10-10 08:00:00,22.0
2023-10-10,08:00,UO 760,HKE,Dep 08:10,HKT,T1,H,523,2023-10-10 08:10:00,2023-10-10 08:00:00,10.0
2023-10-10,08:10,CI 922,CAL,Dep 08:10,TPE,T1,F,27,2023-10-10 08:10:00,2023-10-10 08:10:00,0.0
2023-10-10,08:10,CX 526,CPA,Dep 08:20,NRT,T1,A,2,2023-10-10 08:20:00,2023-10-10 08:10:00,10.0
2023-10-10,08:10,CX 564,CPA,Dep 08:24,"TPE, KIX",T1,BC,6,2023-10-10 08:24:00,2023-10-10 08:10:00,14.0
2023-10-10,08:10,CX 596,CPA,Dep 08:33,KIX,T1,A,69,2023-10-10 08:33:00,2023-10-10 08:10:00,23.0
2023-10-10,08:10,UO 704,HKE,Dep 08:30,BKK,T1,H,16,2023-10-10 08:30:00,2023-10-10 08:10:00,20.0
2023-10-10,08:15,HX 236,CRK,Dep 08:15,PVG,T1,K,63,2023-10-10 08:15:00,2023-10-10 08:15:00,0.0
2023-10-10,08:15,HX 628,CRK,Dep 08:23,ICN,T1,K,520,2023-10-10 08:23:00,2023-10-10 08:15:00,8.0
2023-10-10,08:15,CX 723,CPA,Dep 08:44,KUL,T1,C,48,2023-10-10 08:44:00,2023-10-10 08:15:00,29.0
2023-10-10,08:15,CX 921,CPA,Dep 08:33,CEB,T1,C,25,2023-10-10 08:33:00,2023-10-10 08:15:00,18.0
2023-10-10,08:15,HB 520,HGB,Dep 08:18,ICN,T1,D,522,2023-10-10 08:18:00,2023-10-10 08:15:00,3.0
2023-10-10,08:30,CA 118,CCA,Dep 08:32,PEK,T1,J,521,2023-10-10 08:32:00,2023-10-10 08:30:00,2.0
2023-10-10,08:30,CX 771,CPA,Dep 08:37,HKT,T1,A,24,2023-10-10 08:37:00,2023-10-10 08:30:00,7.0
2023-10-10,08:35,CX 607,CPA,Dep 08:45,PNH,T1,C,15,2023-10-10 08:45:00,2023-10-10 08:35:00,10.0
2023-10-10,08:35,CX 741,CPA,Dep 08:48,HAN,T1,C,65,2023-10-10 08:48:00,2023-10-10 08:35:00,13.0
2023-10-10,08:35,CX 767,CPA,Dep 08:48,SGN,T1,C,68,2023-10-10 08:48:00,2023-10-10 08:35:00,13.0
2023-10-10,08:40,HX 112,CRK,Dep 08:46,HGH,T1,K,28,2023-10-10 08:46:00,2023-10-10 08:40:00,6.0
2023-10-10,08:45,CX 139,CPA,Dep 08:55,SYD,T1,C,36,2023-10-10 08:55:00,2023-10-10 08:45:00,10.0
2023-10-10,08:45,CX 548,CPA,Dep 09:00,HND,T1,A,46,2023-10-10 09:00:00,2023-10-10 08:45:00,15.0
2023-10-10,08:45,UO 686,HKE,Dep 08:52,KIX,T1,H,13,2023-10-10 08:52:00,2023-10-10 08:45:00,7.0
2023-10-10,08:50,CX 432,CPA,Dep 08:54,KHH,T1,C,20,2023-10-10 08:54:00,2023-10-10 08:50:00,4.0
2023-10-10,08:55,HB 502,HGB,Dep 08:52,TPE,T1,D,524,2023-10-10 08:52:00,2023-10-10 08:55:00,-3.0
2023-10-10,09:00,GA 873,GIA,Dep 08:57,CGK,T1,J,29,2023-10-10 08:57:00,2023-10-10 09:00:00,-3.0
2023-10-10,09:00,CX 390,CPA,Dep 09:07,PEK,T1,A,50,2023-10-10 09:07:00,2023-10-10 09:00:00,7.0
2023-10-10,09:00,CX 901,CPA,Dep 11:07,MNL,T1,C,6,2023-10-10 11:07:00,2023-10-10 09:00:00,127.0
2023-10-10,09:05,SQ 899,SIA,Dep 09:07,SIN,T1,F,26,2023-10-10 09:07:00,2023-10-10 09:05:00,2.0
2023-10-10,09:05,CX 504,CPA,Dep 09:35,NRT,T1,A,47,2023-10-10 09:35:00,2023-10-10 09:05:00,30.0
2023-10-10,09:05,CX 924,CPA,Dep 09:16,WUH,T1,A,33,2023-10-10 09:16:00,2023-10-10 09:05:00,11.0
2023-10-10,09:15,HX 608,CRK,Dep 09:15,NRT,T1,K,34,2023-10-10 09:15:00,2023-10-10 09:15:00,0.0
2023-10-10,09:15,CX 580,CPA,Dep 09:19,CTS,T1,A,66,2023-10-10 09:19:00,2023-10-10 09:15:00,4.0
2023-10-10,09:15,CX 777,CPA,Dep 09:47,CGK,T1,C,70,2023-10-10 09:47:00,2023-10-10 09:15:00,32.0
2023-10-10,09:15,FJ 2395,FJI,Dep 10:58,TLV,T1,,41,2023-10-10 10:58:00,2023-10-10 09:15:00,103.0
2023-10-10,09:15,UO 848,HKE,Dep 09:20,NRT,T1,H,523,2023-10-10 09:20:00,2023-10-10 09:15:00,5.0
2023-10-10,09:15,HB 540,HGB,Dep 09:06,KIX,T1,D,522,2023-10-10 09:06:00,2023-10-10 09:15:00,-9.0
2023-10-10,09:20,CX 368,CPA,Dep 09:28,PVG,T1,A,1,2023-10-10 09:28:00,2023-10-10 09:20:00,8.0
2023-10-10,09:20,CX 410,CPA,Dep 09:29,ICN,T1,A,43,2023-10-10 09:29:00,2023-10-10 09:20:00,9.0
2023-10-10,09:20,HB 530,HGB,Dep 09:16,NRT,T1,D,520,2023-10-10 09:16:00,2023-10-10 09:20:00,-4.0
2023-10-10,09:25,5J 273,CEB,Dep 09:24,MNL,T1,L,10,2023-10-10 09:24:00,2023-10-10 09:25:00,-1.0
2023-10-10,09:25,UO 674,HKE,Dep 09:29,PUS,T1,H,513,2023-10-10 09:29:00,2023-10-10 09:25:00,4.0
2023-10-10,09:30,CX 348,CPA,Dep 09:40,SHA,T1,A,11,2023-10-10 09:40:00,2023-10-10 09:30:00,10.0
2023-10-10,09:30,HX 664,CRK,Dep 09:39,NGO,T1,K,14,2023-10-10 09:39:00,2023-10-10 09:30:00,9.0
2023-10-10,09:30,CX 755,CPA,Dep 09:48,BKK,T1,A,35,2023-10-10 09:48:00,2023-10-10 09:30:00,18.0
2023-10-10,09:30,NH 812,ANA,Dep 09:38,NRT,T1,E,30,2023-10-10 09:38:00,2023-10-10 09:30:00,8.0
2023-10-10,09:40,HX 252,CRK,Dep 09:48,TPE,T1,K,71,2023-10-10 09:48:00,2023-10-10 09:40:00,8.0
2023-10-10,09:50,BR 892,EVA,Dep 10:20,TPE,T1,E,24,2023-10-10 10:20:00,2023-10-10 09:50:00,30.0
2023-10-10,09:50,CX 450,CPA,Dep 10:54,"TPE, NRT",T1,C,63,2023-10-10 10:54:00,2023-10-10 09:50:00,64.0
2023-10-10,09:55,HX 398,CRK,Dep 09:52,PKX,T1,K,17,2023-10-10 09:52:00,2023-10-10 09:55:00,-3.0
2023-10-10,10:00,CX 785,CPA,Dep 10:51,DPS,T1,C,60,2023-10-10 10:51:00,2023-10-10 10:00:00,51.0
2023-10-10,10:00,CX 986,CPA,Dep 10:33,TFU,T1,A,48,2023-10-10 10:33:00,2023-10-10 10:00:00,33.0
2023-10-10,10:00,UO 642,HKE,Dep 10:00,TAK,T1,H,18,2023-10-10 10:00:00,2023-10-10 10:00:00,0.0
2023-10-10,10:00,MU 724,CES,Dep 10:00,PVG,T1,J,521,2023-10-10 10:00:00,2023-10-10 10:00:00,0.0
2023-10-10,10:10,CX 536,CPA,Dep 11:04,NGO,T1,A,65,2023-10-10 11:04:00,2023-10-10 10:10:00,54.0
2023-10-10,10:15,CX 954,CPA,Dep 10:20,TAO,T1,A,62,2023-10-10 10:20:00,2023-10-10 10:15:00,5.0
2023-10-10,10:20,CX 494,CPA,Dep 10:27,TPE,T1,C,3,2023-10-10 10:27:00,2023-10-10 10:20:00,7.0
2023-10-10,10:20,CX 506,CPA,Dep 11:15,KIX,T1,A,50,2023-10-10 11:15:00,2023-10-10 10:20:00,55.0
2023-10-10,10:25,CX 356,CPA,Dep 10:39,NKG,T1,A,15,2023-10-10 10:39:00,2023-10-10 10:25:00,14.0
2023-10-10,10:25,HX 640,CRK,Dep 10:27,FUK,T1,K,23,2023-10-10 10:27:00,2023-10-10 10:25:00,2.0
2023-10-10,10:30,CX 520,CPA,Dep 11:29,NRT,T1,A,67,2023-10-10 11:29:00,2023-10-10 10:30:00,59.0
2023-10-10,10:35,UO 870,HKE,Dep 10:36,NRT,T1,H,523,2023-10-10 10:36:00,2023-10-10 10:35:00,1.0
2023-10-10,10:40,JL 736,JAL,Dep 10:37,NRT,T1,G,27,2023-10-10 10:37:00,2023-10-10 10:40:00,-3.0
2023-10-10,10:45,CX 239,CPA,Dep 10:48,LHR,T1,C,31,2023-10-10 10:48:00,2023-10-10 10:45:00,3.0
2023-10-10,10:45,CX 824,CPA,Dep 10:50,YYZ,T1,C,40,2023-10-10 10:50:00,2023-10-10 10:45:00,5.0
2023-10-10,10:45,FD 516,AIQ,Dep 10:50,CNX,T1,L,33,2023-10-10 10:50:00,2023-10-10 10:45:00,5.0
2023-10-10,10:50,UO 668,HKE,Dep 10:57,FUK,T1,H,20,2023-10-10 10:57:00,2023-10-10 10:50:00,7.0
2023-10-10,10:55,UO 110,HKE,Dep 10:57,TPE,T1,H,524,2023-10-10 10:57:00,2023-10-10 10:55:00,2.0
2023-10-10,11:00,CX 588,CPA,Dep 11:15,FUK,T1,A,43,2023-10-10 11:15:00,2023-10-10 11:00:00,15.0
2023-10-10,11:05,TR 981,TGW,Dep 11:19,SIN,T1,F,26,2023-10-10 11:19:00,2023-10-10 11:05:00,14.0
2023-10-10,11:05,CI 904,CAL,Dep 11:43,TPE,T1,F,49,2023-10-10 11:43:00,2023-10-10 11:05:00,38.0
2023-10-10,11:05,CX 946,CPA,Dep 11:05,XIY,T1,A,21,2023-10-10 11:05:00,2023-10-10 11:05:00,0.0
2023-10-10,11:10,PR 301,PAL,Dep 11:18,MNL,T1,F,28,2023-10-10 11:18:00,2023-10-10 11:10:00,8.0
2023-10-10,11:10,FD 509,AIQ,Dep 11:25,DMK,T1,L,30,2023-10-10 11:25:00,2023-10-10 11:10:00,15.0
2023-10-10,11:10,CX 2635,CPA,Dep 11:32,SIN,T1,C,36,2023-10-10 11:32:00,2023-10-10 11:10:00,22.0
2023-10-10,11:15,CX 163,CPA,Dep 11:30,MEL,T1,A,9,2023-10-10 11:30:00,2023-10-10 11:15:00,15.0
2023-10-10,11:15,HX 658,CRK,Dep 11:29,OKA,T1,K,16,2023-10-10 11:29:00,2023-10-10 11:15:00,14.0
2023-10-10,11:15,AK 2280,AXM,Dep 11:22,PEN,T1,L,47,2023-10-10 11:22:00,2023-10-10 11:15:00,7.0
2023-10-10,11:15,UA 862,UAL,Dep 11:30,SFO,T1,G,7,2023-10-10 11:30:00,2023-10-10 11:15:00,15.0
2023-10-10,11:20,HX 161,CRK,Dep 11:25,SYX,T1,K,29,2023-10-10 11:25:00,2023-10-10 11:20:00,5.0
2023-10-10,11:20,UO 898,HKE,Dep 11:25,KIX,T1,H,25,2023-10-10 11:25:00,2023-10-10 11:20:00,5.0
2023-10-10,11:30,HX 618,CRK,Dep 11:38,KIX,T1,K,46,2023-10-10 11:38:00,2023-10-10 11:30:00,8.0
2023-10-10,11:30,CX 2717,CPA,Dep 11:44,SIN,T1,C,42,2023-10-10 11:44:00,2023-10-10 11:30:00,14.0
2023-10-10,11:35,UO 690,HKE,Dep 11:50,NGO,T1,H,522,2023-10-10 11:50:00,2023-10-10 11:35:00,15.0
2023-10-10,11:35,MU 766,CES,Dep 11:37,NKG,T1,J,10,2023-10-10 11:37:00,2023-10-10 11:35:00,2.0
2023-10-10,11:40,CX 370,CPA,Dep 11:45,PVG,T1,A,69,2023-10-10 11:45:00,2023-10-10 11:40:00,5.0
2023-10-10,11:50,MU 2902,CES,Dep 11:53,WUX,T1,J,66,2023-10-10 11:53:00,2023-10-10 11:50:00,3.0
2023-10-10,11:55,RW 908,RYL,Dep 12:04,CEB,T1,D,40,2023-10-10 12:04:00,2023-10-10 11:55:00,9.0
2023-10-10,12:00,AK 139,AXM,Dep 11:59,KUL,T1,L,65,2023-10-10 11:59:00,2023-10-10 12:00:00,-1.0
2023-10-10,12:00,CX 332,CPA,Dep 12:01,PEK,T1,A,70,2023-10-10 12:01:00,2023-10-10 12:00:00,1.0
2023-10-10,12:05,OM 298,MGL,Dep 12:02,UBN,T1,G,35,2023-10-10 12:02:00,2023-10-10 12:05:00,-3.0
2023-10-10,12:05,MU 722,CES,Dep 12:02,SHA,T1,J,11,2023-10-10 12:02:00,2023-10-10 12:05:00,-3.0
2023-10-10,12:10,7C 2104,JJA,Dep 12:18,ICN,T1,E,62,2023-10-10 12:18:00,2023-10-10 12:10:00,8.0
2023-10-10,12:15,CX 960,CPA,Dep 12:28,HGH,T1,A,1,2023-10-10 12:28:00,2023-10-10 12:15:00,13.0
2023-10-10,12:15,KE 172,KAL,Dep 12:20,ICN,T1,G,23,2023-10-10 12:20:00,2023-10-10 12:15:00,5.0
2023-10-10,12:20,CA 412,CCA,Dep 12:10,TFU,T1,J,44,2023-10-10 12:10:00,2023-10-10 12:20:00,-10.0
2023-10-10,12:25,SQ 875,SIA,Dep 12:52,SIN,T1,F,24,2023-10-10 12:52:00,2023-10-10 12:25:00,27.0
2023-10-10,12:25,UO 112,HKE,Dep 12:27,TPE,T1,H,34,2023-10-10 12:27:00,2023-10-10 12:25:00,2.0
2023-10-10,12:30,CX 806,CPA,Dep 12:36,ORD,T1,C,32,2023-10-10 12:36:00,2023-10-10 12:30:00,6.0
2023-10-10,12:30,MF 8656,CXA,Dep 12:35,HGH,T1,J,45,2023-10-10 12:35:00,2023-10-10 12:30:00,5.0
2023-10-10,12:35,HX 254,CRK,Dep 12:45,TPE,T1,K,18,2023-10-10 12:45:00,2023-10-10 12:35:00,10.0
2023-10-10,12:35,HX 775,CRK,Dep 12:37,BKK,T1,K,17,2023-10-10 12:37:00,2023-10-10 12:35:00,2.0
2023-10-10,12:40,MM 064,APJ,Dep 12:53,KIX,T1,K,25,2023-10-10 12:53:00,2023-10-10 12:40:00,13.0
2023-10-10,12:45,CA 102,CCA,Dep 12:38,PEK,T1,J,31,2023-10-10 12:38:00,2023-10-10 12:45:00,-7.0
2023-10-10,12:45,OZ 722,AAR,Dep 13:05,ICN,T1,E,28,2023-10-10 13:05:00,2023-10-10 12:45:00,20.0
2023-10-10,12:45,CX 952,CPA,Dep 12:37,CGO,T1,A,14,2023-10-10 12:37:00,2023-10-10 12:45:00,-8.0
2023-10-10,12:45,UO 132,HKE,Dep 13:03,KHH,T1,H,20,2023-10-10 13:03:00,2023-10-10 12:45:00,18.0
2023-10-10,12:45,TG 601,THA,Dep 13:32,BKK,T1,H,63,2023-10-10 13:32:00,2023-10-10 12:45:00,47.0
2023-10-10,12:50,CA 104,CCA,Dep 12:54,TSN,T1,J,33,2023-10-10 12:54:00,2023-10-10 12:50:00,4.0
2023-10-10,12:50,MU 5018,CES,Dep 12:45,SHA,T1,J,29,2023-10-10 12:45:00,2023-10-10 12:50:00,-5.0
2023-10-10,12:55,ZH 9092,CSZ,Dep 12:54,JJN,T1,G,47,2023-10-10 12:54:00,2023-10-10 12:55:00,-1.0
2023-10-10,13:00,UO 646,HKE,Dep 12:54,NRT,T1,H,19,2023-10-10 12:54:00,2023-10-10 13:00:00,-6.0
2023-10-10,13:05,CX 346,CPA,Dep 13:13,SHA,T1,A,3,2023-10-10 13:13:00,2023-10-10 13:05:00,8.0
2023-10-10,13:10,HX 246,CRK,Dep 13:32,PVG,T1,K,16,2023-10-10 13:32:00,2023-10-10 13:10:00,22.0
2023-10-10,13:10,CX 157,CPA,Dep 13:16,BNE,T1,A,5,2023-10-10 13:16:00,2023-10-10 13:10:00,6.0
2023-10-10,13:10,CX 253,CPA,Dep 13:06,LHR,T1,C,41,2023-10-10 13:06:00,2023-10-10 13:10:00,-4.0
2023-10-10,13:10,CX 2474,CPA,Dep 13:04,TPE,T1,C,50,2023-10-10 13:04:00,2023-10-10 13:10:00,-6.0
2023-10-10,13:20,9C 8716,CQH,Dep 13:12,PVG,T1,D,8,2023-10-10 13:12:00,2023-10-10 13:20:00,-8.0
2023-10-10,13:25,UO 700,HKE,Dep 13:25,BKK,T1,H,21,2023-10-10 13:25:00,2023-10-10 13:25:00,0.0
2023-10-10,13:35,CX 928,CPA,Dep 13:32,CKG,T1,A,15,2023-10-10 13:32:00,2023-10-10 13:35:00,-3.0
2023-10-10,13:40,BR 868,EVA,Dep 13:47,TPE,T1,E,30,2023-10-10 13:47:00,2023-10-10 13:40:00,7.0
2023-10-10,13:40,CX 360,CPA,Dep 13:43,PVG,T1,A,6,2023-10-10 13:43:00,2023-10-10 13:40:00,3.0
2023-10-10,13:40,SC 4790,CDG,Dep 13:27,TNA,T1,J,42,2023-10-10 13:27:00,2023-10-10 13:40:00,-13.0
2023-10-10,13:50,AK 236,AXM,Dep 13:51,BKI,T1,L,40,2023-10-10 13:51:00,2023-10-10 13:50:00,1.0
2023-10-10,13:50,CZ 310,CSN,Dep 13:44,PKX,T1,J,27,2023-10-10 13:44:00,2023-10-10 13:50:00,-6.0
2023-10-10,13:55,CI 910,CAL,Dep 14:13,TPE,T1,F,62,2023-10-10 14:13:00,2023-10-10 13:55:00,18.0
2023-10-10,13:55,UO 172,HKE,Dep 14:02,RMQ,T1,H,70,2023-10-10 14:02:00,2023-10-10 13:55:00,7.0
2023-10-10,14:00,TW 9118,TWB,Dep 13:52,ICN,T1,G,44,2023-10-10 13:52:00,2023-10-10 14:00:00,-8.0
